0,barren land
1,barren land
2,barren land
3,barren land
4,barren land
5,barren land
6,barren land
7,barren land
8,barren land
9,barren land
10,barren land
11,barren land
12,barren land
13,barren land
14,barren land
15,grassland
16,grassland
17,barren land
18,barren land
19,barren land
20,barren land
21,barren land
22,barren land
23,barren land
24,barren land
25,barren land
26,barren land
27,barren land
28,barren land
29,barren land
30,barren land
31,barren land
32,grassland
33,grassland
34,grassland
35,grassland
36,grassland
37,grassland
38,grassland
39,barren land
40,barren land
41,barren land
42,barren land
43,barren land
44,barren land
45,barren land
46,barren land
47,barren land
48,barren land
49,grassland
50,grassland
51,grassland
52,grassland
53,grassland
54,grassland
55,grassland
56,barren land
57,barren land
58,barren land
59,barren land
60,barren land
61,barren land
62,barren land
63,barren land
64,barren land
65,barren land
66,grassland
67,grassland
68,grassland
69,grassland
70,grassland
71,grassland
72,grassland
73,trees
74,grassland
75,trees
76,trees
77,trees
78,grassland
79,barren land
80,trees
81,barren land
82,barren land
83,grassland
84,grassland
85,grassland
86,grassland
87,grassland
88,grassland
89,grassland
90,trees
91,grassland
92,grassland
93,grassland
94,grassland
95,grassland
96,barren land
97,barren land
98,barren land
99,barren land
100,grassland
101,grassland
102,grassland
103,grassland
104,trees
105,grassland
106,grassland
107,grassland
108,grassland
109,grassland
110,grassland
111,grassland
112,grassland
113,trees
114,trees
115,trees
116,trees
117,grassland
118,grassland
119,grassland
120,grassland
121,grassland
122,grassland
123,grassland
124,grassland
125,grassland
126,grassland
127,grassland
128,grassland
129,grassland
130,grassland
131,grassland
132,grassland
133,grassland
134,grassland
135,grassland
136,grassland
137,barren land
138,barren land
139,grassland
140,grassland
141,grassland
142,grassland
143,grassland
144,grassland
145,barren land
146,barren land
147,grassland
148,grassland
149,grassland
150,grassland
151,grassland
152,grassland
153,barren land
154,barren land
155,barren land
156,barren land
157,barren land
158,barren land
159,barren land
160,barren land
161,barren land
162,barren land
163,barren land
164,barren land
165,barren land
166,barren land
167,barren land
168,barren land
169,barren land
170,barren land
171,barren land
172,barren land
173,barren land
174,barren land
175,barren land
176,barren land
177,barren land
178,barren land
179,barren land
180,barren land
181,barren land
182,barren land
183,barren land
184,barren land
185,barren land
186,barren land
187,barren land
188,barren land
189,barren land
190,barren land
191,barren land
192,barren land
193,barren land
194,barren land
195,barren land
196,barren land
197,grassland
198,barren land
199,barren land
200,barren land
201,barren land
202,trees
203,barren land
204,barren land
205,barren land
206,barren land
207,barren land
208,barren land
209,barren land
210,barren land
211,barren land
212,barren land
213,barren land
214,trees
215,barren land
216,barren land
217,barren land
218,trees
219,grassland
220,trees
221,barren land
222,barren land
223,barren land
224,barren land
225,barren land
226,barren land
227,barren land
228,barren land
229,barren land
230,barren land
231,trees
232,barren land
233,barren land
234,barren land
235,grassland
236,grassland
237,trees
238,barren land
239,barren land
240,barren land
241,barren land
242,barren land
243,barren land
244,barren land
245,barren land
246,barren land
247,barren land
248,grassland
249,barren land
250,barren land
251,barren land
252,grassland
253,grassland
254,trees
255,barren land
256,barren land
257,barren land
258,barren land
259,barren land
260,barren land
261,barren land
262,barren land
263,trees
264,grassland
265,grassland
266,barren land
267,barren land
268,barren land
269,grassland
270,grassland
271,trees
272,barren land
273,barren land
274,barren land
275,barren land
276,barren land
277,barren land
278,barren land
279,barren land
280,grassland
281,grassland
282,grassland
283,barren land
284,barren land
285,barren land
286,grassland
287,grassland
288,trees
